video_id,entity,type,subtypes,DBpedia_URL,relevance,sentiment_label,sentiment_score,emotion_sadness,emotion_fear,emotion_joy,emotion_disgust,emotion_anger,count,is_entity,lemma,porter_stem,snowball_stem,lancaster_stem,porter_stem_notprocessed,snowball_stem_notprocessed,lancaster_stem_notprocessed,Wikipage,vader_compound,vader_neg_score,vader_pos_score,vader_neu_score,textblob_polarity,textblob_subjectivity,ibm_sentiment_label,ibm_sentiment_score,ibm_anger,ibm_joy,ibm_sadness,ibm_fear,ibm_disgust,google_sentiment_score,google_sentiment_magnitude,topic,publishedAt,channelId,title,description,channelTitle,tags,duration,duration_seconds,duration_minutes
nLhU4crrwD0,Justice,Person,NONE,NONE,0.284564,negative,-0.856828,0.394524,0.084964,0.002325,0.6256010000000001,0.25247600000000003,1,1,Justice,Justice,Justice,Justice,justic,justic,just,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Minister of Justice,Organization,NONE,NONE,0.28973499999999996,negative,-0.856828,0.394524,0.084964,0.002325,0.6256010000000001,0.25247600000000003,1,1,Minister of Justice,Minister of Justice,Minister of Justice,Minister of Justice,minist of justic,minist of justic,min of just,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Mizuki,Person,MusicalArtist,http://dbpedia.org/resource/Miz,0.30796799999999996,positive,0.644634,0.315163,0.11080699999999999,0.39561599999999997,0.051757000000000004,0.065289,1,1,Mizuki,mizuki,mizuki,mizuk,mizuki,mizuki,mizuk,http://en.wikipedia.org/wiki/Miz,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,National Assembly,Organization,GovernmentalBody,http://dbpedia.org/resource/National_Assembly_of_Venezuela,0.313614,neutral,0.0,0.364097,0.020344,0.15262699999999998,0.127187,0.18426199999999998,1,1,National Assembly,National Assembly,National Assembly,National Assembly,nation assembl,nation assembl,nat assembl,http://en.wikipedia.org/wiki/National_Assembly_of_Venezuela,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,National Security,Organization,NONE,NONE,0.358288,negative,-0.429846,0.42929399999999995,0.198957,0.049586,0.254818,0.393327,2,1,National Security,National Security,National Security,National Security,nation secur,nation secur,nat sec,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Nationwide sensitization committee,Organization,NONE,NONE,0.351551,neutral,0.0,0.15361,0.032511,0.048031,0.117719,0.186662,1,1,Nationwide sensitization committee,Nationwide sensit committe,Nationwide sensit committe,Nationwide sensit commit,nationwid sensit committe,nationwid sensit committe,nationwid sensit commit,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Nigeria,Location,"GovernmentalJurisdiction, BoardMember, Country",http://dbpedia.org/resource/Nigeria,0.7097289999999999,negative,-0.282711,0.449745,0.048498,0.010522,0.530651,0.32006100000000004,5,1,Nigeria,Nigeria,Nigeria,Nigeria,nigeria,nigeria,niger,http://en.wikipedia.org/wiki/Nigeria,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Nigeria.,Location,Country,NONE,0.250565,negative,-0.429846,0.480529,0.22447399999999998,0.052533,0.273271,0.30541999999999997,1,1,Nigeria.,nigeria.,nigeria.,nigeria.,nigeria.,nigeria.,nigeria.,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Nigerian Elite,Organization,NONE,NONE,0.32540399999999997,negative,-0.688067,0.43622,0.051272000000000005,0.022668,0.5054069999999999,0.285114,1,1,Nigerian Elite,Nigerian Elite,Nigerian Elite,Nigerian Elite,nigerian elit,nigerian elit,nig elit,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Pasha,Person,NONE,NONE,0.27044,positive,0.918326,0.43616099999999997,0.173763,0.331345,0.076659,0.135416,1,1,Pasha,Pasha,Pasha,Pasha,pasha,pasha,pash,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Professor,JobTitle,NONE,NONE,0.267284,negative,-0.5164479999999999,0.40168400000000004,0.10023,0.08495499999999999,0.23467600000000002,0.2581,1,1,Professor,Professor,Professor,Professor,professor,professor,profess,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Professor Shi Bao,Person,NONE,NONE,0.300131,negative,-0.5164479999999999,0.40168400000000004,0.10023,0.08495499999999999,0.23467600000000002,0.2581,1,1,Professor Shi Bao,Professor Shi Bao,Professor Shi Bao,Professor Shi Bao,professor shi bao,professor shi bao,profess shi bao,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Professor Usman Yusuf,Person,NONE,NONE,0.31083299999999997,neutral,0.0,0.027081,0.11199100000000001,0.110473,0.105323,0.07268200000000001,1,1,Professor Usman Yusuf,Professor Usman Yusuf,Professor Usman Yusuf,Professor Usman Yusuf,professor usman yusuf,professor usman yusuf,profess usm yusuf,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Secretary,JobTitle,NONE,NONE,0.290957,neutral,0.0,0.027081,0.11199100000000001,0.110473,0.105323,0.07268200000000001,1,1,Secretary,Secretary,Secretary,Secretary,secretari,secretari,secret,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Senate,Organization,"GovernmentalBody, Legislature",http://dbpedia.org/resource/Senate_of_Nigeria,0.305192,neutral,0.0,0.22947199999999998,0.041963,0.039891,0.24904,0.238519,1,1,Senate,Senate,Senate,Senate,senat,senat,sen,http://en.wikipedia.org/wiki/Senate_of_Nigeria,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,UN,Organization,"MembershipOrganization, AwardWinner, GovernmentalBody, TouristAttraction",http://dbpedia.org/resource/United_Nations,0.5603640000000001,positive,0.24424,0.355141,0.165616,0.151115,0.208398,0.212046,5,1,UN,UN,UN,UN,UN,un,un,http://en.wikipedia.org/wiki/United_Nations,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,US,Location,"Region, AdministrativeDivision, GovernmentalJurisdiction, FilmEditor, Country",http://dbpedia.org/resource/United_States,0.323206,negative,-0.379423,0.22491599999999998,0.269407,0.137254,0.238774,0.387793,2,1,US,US,us,us,US,us,us,http://en.wikipedia.org/wiki/United_States,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Vice president,JobTitle,NONE,NONE,0.33923200000000003,negative,-0.5164479999999999,0.40168400000000004,0.10023,0.08495499999999999,0.23467600000000002,0.2581,1,1,Vice president,Vice presid,Vice presid,Vice presid,vice presid,vice presid,vic presid,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
nLhU4crrwD0,Zhu,Person,NONE,NONE,0.260024,negative,-0.470682,0.32661399999999996,0.035993,0.084883,0.542334,0.201906,1,1,Zhu,Zhu,Zhu,Zhu,zhu,zhu,zhu,NONE,0.823,0.07400000000000001,0.08800000000000001,0.838,0.03089166310997296,0.4326305306586996,negative,-0.251895,0.17036400000000002,0.518844,0.25740100000000005,0.102033,0.452123,0.0,12.600000381469727,Free Trade,2018-10-27T20:20:43.000Z,UCEXGDNclvmg6RW0vipJYsTQ,Buhari Inaugurates African Free Trade Agreement Committee | Dateline Abuja |,For more information log on to http://www.channelstv.com,Channels Television,"9ja', '9ja news', 'Nigeria', 'News', 'Nigeria News', 'Naija', 'Channels Television', 'Channels TV', 'Africa News', 'Africa', 'Breaking news', 'Nollywood', 'Nigerian', 'Top', 'Stories'",PT9M41S,581,10
