video_id,entity,type,subtypes,DBpedia_URL,relevance,sentiment_label,sentiment_score,emotion_sadness,emotion_fear,emotion_joy,emotion_disgust,emotion_anger,count,is_entity,lemma,porter_stem,snowball_stem,lancaster_stem,porter_stem_notprocessed,snowball_stem_notprocessed,lancaster_stem_notprocessed,Wikipage,vader_compound,vader_neg_score,vader_pos_score,vader_neu_score,textblob_polarity,textblob_subjectivity,ibm_sentiment_label,ibm_sentiment_score,ibm_anger,ibm_joy,ibm_sadness,ibm_fear,ibm_disgust,google_sentiment_score,google_sentiment_magnitude,topic,publishedAt,channelId,title,description,channelTitle,tags,duration,duration_seconds,duration_minutes
Xo7ipP8Fx6Y,60 Minutes,Quantity,NONE,NONE,0.191968,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1,1,60 Minutes,60 Minutes,60 Minutes,60 Minutes,60 minut,60 minut,60 minut,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,800 hectare,Quantity,NONE,NONE,0.191968,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1,1,800 hectare,800 hectar,800 hectar,800 hect,800 hectar,800 hectar,800 hect,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Africa,Location,Country,NONE,0.24162399999999998,positive,0.887862,0.056388,0.009322,0.841332,0.076938,0.016146999999999998,2,1,Africa,Africa,Africa,Africa,africa,africa,afric,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Atlantic,Location,Region,NONE,0.23397800000000002,neutral,0.0,0.141172,0.074257,0.311272,0.15374200000000002,0.265604,1,1,Atlantic,Atlantic,Atlantic,Atlantic,atlant,atlant,atl,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Clubhouse Healthcare,Company,NONE,NONE,0.20869200000000002,positive,0.727276,0.144119,0.036998,0.259374,0.029479,0.046682999999999995,1,1,Clubhouse Healthcare,Clubhouse Healthcare,Clubhouse Healthcare,Clubhouse Healthcare,clubhous healthcar,clubhous healthcar,clubh healthc,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Diversified Industries,Company,NONE,NONE,0.200943,positive,0.973325,0.064829,0.017043,0.629826,0.00615,0.048752,1,1,Diversified Industries,Diversified Industries,Diversified Industries,Diversified Industries,diversifi industri,diversifi industri,divers industry,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,International Business Park,Facility,NONE,NONE,0.277445,positive,0.9430219999999999,0.062061,0.013369999999999998,0.7111029999999999,0.008528,0.058295000000000013,2,1,International Business Park,International Business Park,International Business Park,International Business Park,intern busi park,intern busi park,intern busy park,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Lego,Company,NONE,NONE,0.21530500000000002,positive,0.827384,0.076928,0.009953,0.503574,0.015906,0.040739,1,1,Lego,Lego,Lego,Lego,lego,lego,lego,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Lego City,Facility,NONE,NONE,0.238644,neutral,0.0,0.141172,0.074257,0.311272,0.15374200000000002,0.265604,1,1,Lego City,Lego City,Lego City,Lego City,lego citi,lego citi,lego city,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
Xo7ipP8Fx6Y,Mall Cinema,Company,NONE,NONE,0.199028,positive,0.887862,0.032764999999999996,0.005611,0.8201450000000001,0.123125,0.013861000000000002,1,1,Mall Cinema,Mall Cinema,Mall Cinema,Mall Cinema,mall cinema,mall cinema,mal cinem,NONE,0.9975,0.0,0.181,0.8190000000000001,0.19144144144144146,0.4707207207207209,positive,0.82821,0.074044,0.65156,0.107408,0.053235000000000005,0.057937,0.5,8.0,Free Trade,2017-03-07T16:34:56.000Z,UCGGVWUemuaWKhNU4hivHUSg,Lekki Free Trade Zone,"An emerging cit;  a great business hub. Together with Dangote Refinery and the new sea port, this development makes will make Ibeju Lekki Nigeria's New York. This is a great place to invest. Several great properties here going for as low as N750,000 pet plot.",Omerian Consult,,PT3M56S,236,4
