video_id,entity,type,subtypes,DBpedia_URL,relevance,sentiment_label,sentiment_score,emotion_sadness,emotion_fear,emotion_joy,emotion_disgust,emotion_anger,count,is_entity,lemma,porter_stem,snowball_stem,lancaster_stem,porter_stem_notprocessed,snowball_stem_notprocessed,lancaster_stem_notprocessed,Wikipage,vader_compound,vader_neg_score,vader_pos_score,vader_neu_score,textblob_polarity,textblob_subjectivity,ibm_sentiment_label,ibm_sentiment_score,ibm_anger,ibm_joy,ibm_sadness,ibm_fear,ibm_disgust,google_sentiment_score,google_sentiment_magnitude,topic,publishedAt,channelId,title,description,channelTitle,tags,duration,duration_seconds,duration_minutes
8U-gVOtLxTQ,12 years,Quantity,NONE,NONE,0.217308,neutral,0.0,0.0,0.0,0.0,0.0,0.0,3,1,12 year,12 year,12 year,12 year,12 year,12 year,12 year,NONE,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,Alana Henry,Person,NONE,NONE,0.412703,neutral,0.0,0.129356,0.034803,0.086324,0.196077,0.09277,2,1,Alana Henry,Alana Henry,Alana Henry,Alana Henry,alana henri,alana henri,alan henry,NONE,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,Catalonia,Location,City,NONE,0.892071,positive,0.874229,0.536317,0.11996199999999999,0.532798,0.140925,0.204083,5,1,Catalonia,Catalonia,Catalonia,Catalonia,catalonia,catalonia,catalon,NONE,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,Catalonia,Location,Region,NONE,0.4826220000000001,neutral,0.0,0.536317,0.11996199999999999,0.532798,0.140925,0.204083,1,1,Catalonia,Catalonia,Catalonia,Catalonia,catalonia,catalonia,catalon,NONE,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,Dallas,Location,City,NONE,0.219979,neutral,0.0,0.316231,0.010576,0.159144,0.025034999999999998,0.018352,1,1,Dallas,Dallas,Dallas,Dallas,dalla,dalla,dalla,NONE,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,Europe,Location,"MusicalGroup, BroadcastArtist, FilmMusicContributor, Lyricist, MusicalArtist, RecordProducer, Continent",http://dbpedia.org/resource/Europe,0.322689,positive,0.874229,0.27978800000000004,0.056655,0.631529,0.053967999999999995,0.022319,1,1,Europe,Europe,Europe,Europe,europ,europ,europ,http://en.wikipedia.org/wiki/Europe,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,Madrid,Location,"PoliticalDistrict, AdministrativeDivision, GovernmentalJurisdiction, City",http://dbpedia.org/resource/Madrid,0.53028,negative,-0.812453,0.331944,0.12148699999999996,0.023445,0.17457,0.251918,3,1,Madrid,Madrid,Madrid,Madrid,madrid,madrid,madrid,http://en.wikipedia.org/wiki/Madrid,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,New York,Location,"PoliticalDistrict, GovernmentalJurisdiction, PlaceWithNeighborhoods, WineRegion, FilmScreeningVenue, City",http://dbpedia.org/resource/New_York_City,0.396976,neutral,0.0,0.488731,0.01784,0.394239,0.028836,0.026698000000000003,2,1,New York,New York,New York,New York,new york,new york,new york,http://en.wikipedia.org/wiki/New_York_City,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,San Antonio,Location,City,http://dbpedia.org/resource/Sant_Antoni_de_Portmany,0.26356,neutral,0.0,0.316231,0.010576,0.159144,0.025034999999999998,0.018352,1,1,San Antonio,San Antonio,San Antonio,San Antonio,san antonio,san antonio,san antonio,http://en.wikipedia.org/wiki/Sant_Antoni_de_Portmany,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
8U-gVOtLxTQ,South cartoonion,GeographicFeature,NONE,NONE,0.281339,neutral,0.0,0.5333479999999999,0.083052,0.185156,0.131375,0.10830799999999999,1,1,South cartoonion,South cartoonion,South cartoonion,South cartoon,south cartoonion,south cartoonion,sou cartoon,NONE,0.9921,0.056,0.114,0.83,0.1894106506238859,0.45428576733723797,positive,0.290923,0.133327,0.573177,0.22685,0.117292,0.110568,0.0,14.600000381469727,Catalonia Independence,2013-12-20T08:29:39.000Z,UCM3PfY0_ajj6zlB5NFNi6FQ,Talking about Catalonia independence | Alana,www.LosGarcia.info,Los Garcia Catalunya,Catalan Independence',PT6M56S,416,7
