lowercase_lemma,count,type,subtypes,DBpedia_URL,Wikipage,min_relevance,max_relevance,median_relevance,avg_relevance,stdev_relevance,sentiment_labels,min_sentiment_score,max_sentiment_score,median_sentiment_score,avg_sentiment_score,stdev_sentiment_score,min_emotion_sadness,max_emotion_sadness,median_emotion_sadness,avg_emotion_sadness,stdev_emotion_sadness,min_emotion_fear,max_emotion_fear,median_emotion_fear,avg_emotion_fear,stdev_emotion_fear,min_emotion_joy,max_emotion_joy,median_emotion_joy,avg_emotion_joy,stdev_emotion_joy,min_emotion_anger,max_emotion_anger,median_emotion_anger,avg_emotion_anger,stdev_emotion_anger,min_emotion_disgust,max_emotion_disgust,median_emotion_disgust,avg_emotion_disgust,stdev_emotion_disgust
desh,1,['Person'],['NONE'],['NONE'],['NONE'],0.305628,0.305628,0.305628,0.305628,,['neutral'],0.0,0.0,0.0,0.0,,0.17457,0.17457,0.17457,0.17457,,0.104101,0.104101,0.104101,0.104101,,0.25458800000000004,0.25458800000000004,0.25458800000000004,0.25458800000000004,,0.093331,0.093331,0.093331,0.093331,,0.06857200000000001,0.06857200000000001,0.06857200000000001,,
dina español,1,['Person'],['NONE'],['NONE'],['NONE'],0.294929,0.294929,0.294929,0.294929,,['neutral'],0.0,0.0,0.0,0.0,,0.47803500000000004,0.47803500000000004,0.47803500000000004,0.47803500000000004,,0.036321,0.036321,0.036321,0.036321,,0.40078,0.40078,0.40078,0.40078,,0.076155,0.076155,0.076155,0.076155,,0.070187,0.070187,0.070187,,
district of catalonia,1,['Organization'],['NONE'],['NONE'],['NONE'],0.650047,0.650047,0.650047,0.650047,,['neutral'],0.0,0.0,0.0,0.0,,0.10825699999999999,0.10825699999999999,0.10825699999999999,0.10825699999999999,,0.058773,0.058773,0.058773,0.058773,,0.090248,0.090248,0.090248,0.090248,,0.425138,0.425138,0.425138,0.425138,,0.465674,0.465674,0.465674,,
dole,1,['Person'],['NONE'],['NONE'],['NONE'],0.576391,0.576391,0.576391,0.576391,,['positive'],0.774688,0.774688,0.774688,0.774688,,0.140818,0.140818,0.140818,0.140818,,0.010502,0.010502,0.010502,0.010502,,0.589951,0.589951,0.589951,0.589951,,0.055621000000000004,0.055621000000000004,0.055621000000000004,0.055621000000000004,,0.07825599999999999,0.07825599999999999,0.07825599999999999,,
dominic,1,['Person'],['NONE'],['NONE'],['NONE'],0.11617899999999999,0.11617899999999999,0.11617899999999999,0.11617899999999999,,['negative'],-0.725371,-0.725371,-0.725371,-0.725371,,0.29114,0.29114,0.29114,0.29114,,0.307446,0.307446,0.307446,0.307446,,0.030927,0.030927,0.030927,0.030927,,0.22537,0.22537,0.22537,0.22537,,0.45426099999999997,0.45426099999999997,0.45426099999999997,,
dominic reynolds,1,['Person'],['NONE'],['NONE'],['NONE'],0.6991930000000001,0.6991930000000001,0.6991930000000001,0.6991930000000001,,['positive'],0.34532199999999996,0.34532199999999996,0.34532199999999996,0.34532199999999996,,0.47825500000000004,0.47825500000000004,0.47825500000000004,0.47825500000000004,,0.413655,0.413655,0.413655,0.413655,,0.036128,0.036128,0.036128,0.036128,,0.10931600000000001,0.10931600000000001,0.10931600000000001,0.10931600000000001,,0.31865,0.31865,0.31865,,
dominic waghorn,1,['Person'],['NONE'],['NONE'],['NONE'],0.330431,0.330431,0.330431,0.330431,,['neutral'],0.0,0.0,0.0,0.0,,0.072948,0.072948,0.072948,0.072948,,0.20227,0.20227,0.20227,0.20227,,0.554437,0.554437,0.554437,0.554437,,0.014368,0.014368,0.014368,0.014368,,0.25356799999999996,0.25356799999999996,0.25356799999999996,,
dominique,1,['Person'],['NONE'],['NONE'],['NONE'],0.422372,0.422372,0.422372,0.422372,,['neutral'],0.0,0.0,0.0,0.0,,0.28817600000000004,0.28817600000000004,0.28817600000000004,0.28817600000000004,,0.09500399999999999,0.09500399999999999,0.09500399999999999,0.09500399999999999,,0.603147,0.603147,0.603147,0.603147,,0.019652,0.019652,0.019652,0.019652,,0.031988,0.031988,0.031988,,
domino,1,['Company'],['NONE'],['NONE'],['NONE'],0.720858,0.720858,0.720858,0.720858,,['neutral'],0.0,0.0,0.0,0.0,,0.388574,0.388574,0.388574,0.388574,,0.162659,0.162659,0.162659,0.162659,,0.238946,0.238946,0.238946,0.238946,,0.074415,0.074415,0.074415,0.074415,,0.325913,0.325913,0.325913,,
don henley,1,['Person'],"['Composer, MusicalArtist, AwardWinner, BroadcastArtist, Celebrity, Guitarist, Lyricist, MusicalGroupMember, Songwriter, TVActor']",['http://dbpedia.org/resource/Don_Henley'],['http://en.wikipedia.org/wiki/Don_Henley'],0.270252,0.270252,0.270252,0.270252,,['neutral'],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
donald trump,3,['Person'],"['AwardNominee, AwardWinner, Celebrity, CompanyFounder, TVPersonality, TVProducer, FilmActor, TVActor']",['http://dbpedia.org/resource/Donald_Trump'],['http://en.wikipedia.org/wiki/Donald_Trump'],0.147126,0.452933,0.31601399999999996,0.30535766666666664,0.15318174954064642,['neutral' 'negative' 'positive'],-0.8300639999999999,0.425804,0.0,-0.1347533333333333,0.6386861153879372,0.0,0.25995,0.135147,0.131699,0.13000929640991063,0.0,0.661029,0.101168,0.2540656666666667,0.35605211284913524,0.0,0.183396,0.042449,0.07528166666666668,0.0960052665447752,0.0,0.289067,0.10461199999999997,0.13122633333333333,0.14635974404300295,0.0,0.214258,0.16428800000000002,,0.11209671301157764
donata,1,['Location'],['City'],['NONE'],['NONE'],0.36426,0.36426,0.36426,0.36426,,['neutral'],0.0,0.0,0.0,0.0,,0.489867,0.489867,0.489867,0.489867,,0.124471,0.124471,0.124471,0.124471,,0.062697,0.062697,0.062697,0.062697,,0.305989,0.305989,0.305989,0.305989,,0.21729600000000002,0.21729600000000002,0.21729600000000002,,
donna,1,['Person'],['NONE'],['NONE'],['NONE'],0.348437,0.348437,0.348437,0.348437,,['negative'],-0.734215,-0.734215,-0.734215,-0.734215,,0.19529200000000002,0.19529200000000002,0.19529200000000002,0.19529200000000002,,0.02147,0.02147,0.02147,0.02147,,0.195268,0.195268,0.195268,0.195268,,0.191946,0.191946,0.191946,0.191946,,0.367738,0.367738,0.367738,,
douglas,1,['Person'],['NONE'],['NONE'],['NONE'],0.4465810000000001,0.4465810000000001,0.4465810000000001,0.4465810000000001,,['positive'],0.768349,0.768349,0.768349,0.768349,,0.080999,0.080999,0.080999,0.080999,,0.299223,0.299223,0.299223,0.299223,,0.53489,0.53489,0.53489,0.53489,,0.035555,0.035555,0.035555,0.035555,,0.115033,0.115033,0.115033,,
dr ricardo,1,['Person'],['NONE'],['NONE'],['NONE'],0.435335,0.435335,0.435335,0.435335,,['neutral'],0.0,0.0,0.0,0.0,,0.27818000000000004,0.27818000000000004,0.27818000000000004,0.27818000000000004,,0.273484,0.273484,0.273484,0.273484,,0.19352,0.19352,0.19352,0.19352,,0.134055,0.134055,0.134055,0.134055,,0.044596,0.044596,0.044596,,
dr ruggiero,1,['Person'],['NONE'],['NONE'],['NONE'],0.23531300000000002,0.23531300000000002,0.23531300000000002,0.23531300000000002,,['positive'],0.49687600000000004,0.49687600000000004,0.49687600000000004,0.49687600000000004,,0.153171,0.153171,0.153171,0.153171,,0.05773200000000001,0.05773200000000001,0.05773200000000001,0.05773200000000001,,0.419566,0.419566,0.419566,0.419566,,0.22498800000000002,0.22498800000000002,0.22498800000000002,0.22498800000000002,,0.039437,0.039437,0.039437,,
drew,1,['Person'],['NONE'],['NONE'],['NONE'],0.27358299999999997,0.27358299999999997,0.27358299999999997,0.27358299999999997,,['neutral'],0.0,0.0,0.0,0.0,,0.39415100000000003,0.39415100000000003,0.39415100000000003,0.39415100000000003,,0.12805,0.12805,0.12805,0.12805,,0.020582,0.020582,0.020582,0.020582,,0.181587,0.181587,0.181587,0.181587,,0.627243,0.627243,0.627243,,
duncan,1,['Person'],['NONE'],['NONE'],['NONE'],0.46974399999999994,0.46974399999999994,0.46974399999999994,0.46974399999999994,,['negative'],-0.7432300000000001,-0.7432300000000001,-0.7432300000000001,-0.7432300000000001,,0.463059,0.463059,0.463059,0.463059,,0.204019,0.204019,0.204019,0.204019,,0.068688,0.068688,0.068688,0.068688,,0.185318,0.185318,0.185318,0.185318,,0.393575,0.393575,0.393575,,
earnest,1,['Location'],['Country'],['NONE'],['NONE'],0.469552,0.469552,0.469552,0.469552,,['positive'],0.8729399999999999,0.8729399999999999,0.8729399999999999,0.8729399999999999,,0.020952000000000002,0.020952000000000002,0.020952000000000002,0.020952000000000002,,0.037991000000000004,0.037991000000000004,0.037991000000000004,0.037991000000000004,,0.817084,0.817084,0.817084,0.817084,,0.125615,0.125615,0.125615,0.125615,,0.018239,0.018239,0.018239,,
east carolina,1,['Location'],['StateOrCounty'],['NONE'],['NONE'],0.5932729999999999,0.5932729999999999,0.5932729999999999,0.5932729999999999,,['negative'],-0.468394,-0.468394,-0.468394,-0.468394,,0.139308,0.139308,0.139308,0.139308,,0.063568,0.063568,0.063568,0.063568,,0.561429,0.561429,0.561429,0.561429,,0.04908,0.04908,0.04908,0.04908,,0.13419,0.13419,0.13419,,
edinburgh,2,['Location'],"['AdministrativeDivision, PlaceWithNeighborhoods, AwardPresentingOrganization, City'
 'City']",['http://dbpedia.org/resource/Edinburgh' 'NONE'],['http://en.wikipedia.org/wiki/Edinburgh' 'NONE'],0.23374499999999998,0.32366999999999996,0.2787075,0.2787075,0.06358657729820028,['neutral'],0.0,0.0,0.0,0.0,0.0,0.239523,0.29095,0.2652365,0.2652365,0.03636438043608056,0.145766,0.175932,0.16084900000000002,0.16084900000000002,0.02133058316127339,0.17069700000000002,0.25495999999999996,0.21282849999999998,0.21282849999999998,0.05958293870312202,0.063041,0.118191,0.090616,0.090616,0.0389969389824381,0.112009,0.235213,0.17361100000000002,,0.08711838386930741
el mundo,1,['Company'],['NONE'],['NONE'],['NONE'],0.472604,0.472604,0.472604,0.472604,,['positive'],0.8194450000000001,0.8194450000000001,0.8194450000000001,0.8194450000000001,,0.476394,0.476394,0.476394,0.476394,,0.064069,0.064069,0.064069,0.064069,,0.151989,0.151989,0.151989,0.151989,,0.141428,0.141428,0.141428,0.141428,,0.2263010000000001,0.2263010000000001,0.2263010000000001,,
el presidente del universal,1,['Company'],['NONE'],['NONE'],['NONE'],0.363196,0.363196,0.363196,0.363196,,['negative'],-0.693587,-0.693587,-0.693587,-0.693587,,0.36335500000000004,0.36335500000000004,0.36335500000000004,0.36335500000000004,,0.100428,0.100428,0.100428,0.100428,,0.33500100000000005,0.33500100000000005,0.33500100000000005,0.33500100000000005,,0.123895,0.123895,0.123895,0.123895,,0.167233,0.167233,0.167233,,
el programa de catalunya,1,['Location'],['City'],['NONE'],['NONE'],0.731366,0.731366,0.731366,0.731366,,['neutral'],0.0,0.0,0.0,0.0,,0.23071999999999998,0.23071999999999998,0.23071999999999998,0.23071999999999998,,0.28971199999999997,0.28971199999999997,0.28971199999999997,0.28971199999999997,,0.4636770000000001,0.4636770000000001,0.4636770000000001,0.4636770000000001,,0.03902,0.03902,0.03902,0.03902,,0.063487,0.063487,0.063487,,
elaine jonathan,1,['Person'],['NONE'],['NONE'],['NONE'],0.466879,0.466879,0.466879,0.466879,,['neutral'],0.0,0.0,0.0,0.0,,0.19761800000000002,0.19761800000000002,0.19761800000000002,0.19761800000000002,,0.069529,0.069529,0.069529,0.069529,,0.201252,0.201252,0.201252,0.201252,,0.098767,0.098767,0.098767,0.098767,,0.056551,0.056551,0.056551,,
eldridge,1,['Person'],['NONE'],['NONE'],['NONE'],0.72447,0.72447,0.72447,0.72447,,['neutral'],0.0,0.0,0.0,0.0,,0.203599,0.203599,0.203599,0.203599,,0.041742,0.041742,0.041742,0.041742,,0.409096,0.409096,0.409096,0.409096,,0.124652,0.124652,0.124652,0.124652,,0.371531,0.371531,0.371531,,
elena,1,['Person'],['NONE'],['NONE'],['NONE'],0.4557100000000001,0.4557100000000001,0.4557100000000001,0.4557100000000001,,['neutral'],0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
eliza,1,['Person'],['NONE'],['NONE'],['NONE'],0.662042,0.662042,0.662042,0.662042,,['neutral'],0.0,0.0,0.0,0.0,,0.449725,0.449725,0.449725,0.449725,,0.136317,0.136317,0.136317,0.136317,,0.026310000000000004,0.026310000000000004,0.026310000000000004,0.026310000000000004,,0.42515200000000003,0.42515200000000003,0.42515200000000003,0.42515200000000003,,0.205411,0.205411,0.205411,,
elliot rajoy,1,['Person'],['NONE'],['NONE'],['NONE'],0.478638,0.478638,0.478638,0.478638,,['negative'],-0.644867,-0.644867,-0.644867,-0.644867,,0.642871,0.642871,0.642871,0.642871,,0.11112000000000001,0.11112000000000001,0.11112000000000001,0.11112000000000001,,0.06041000000000001,0.06041000000000001,0.06041000000000001,0.06041000000000001,,0.129965,0.129965,0.129965,0.129965,,0.350317,0.350317,0.350317,,
emily eklund,1,['Person'],['NONE'],['NONE'],['NONE'],0.377372,0.377372,0.377372,0.377372,,['negative'],-0.37392,-0.37392,-0.37392,-0.37392,,0.272853,0.272853,0.272853,0.272853,,0.200379,0.200379,0.200379,0.200379,,0.174751,0.174751,0.174751,0.174751,,0.159607,0.159607,0.159607,0.159607,,0.43849499999999997,0.43849499999999997,0.43849499999999997,,
emmanuel macron,1,['Person'],['NONE'],['NONE'],['NONE'],0.416832,0.416832,0.416832,0.416832,,['positive'],0.60165,0.60165,0.60165,0.60165,,0.372255,0.372255,0.372255,0.372255,,0.128092,0.128092,0.128092,0.128092,,0.432467,0.432467,0.432467,0.432467,,0.072921,0.072921,0.072921,0.072921,,0.088477,0.088477,0.088477,,
endora,1,['Location'],['City'],['NONE'],['NONE'],0.20518499999999998,0.20518499999999998,0.20518499999999998,0.20518499999999998,,['negative'],-0.504521,-0.504521,-0.504521,-0.504521,,0.33287100000000003,0.33287100000000003,0.33287100000000003,0.33287100000000003,,0.07484400000000001,0.07484400000000001,0.07484400000000001,0.07484400000000001,,0.39202600000000004,0.39202600000000004,0.39202600000000004,0.39202600000000004,,0.15238,0.15238,0.15238,0.15238,,0.0509,0.0509,0.0509,,
enfants venkat,1,['Person'],['NONE'],['NONE'],['NONE'],0.2497010000000001,0.2497010000000001,0.2497010000000001,0.2497010000000001,,['neutral'],0.0,0.0,0.0,0.0,,0.148831,0.148831,0.148831,0.148831,,0.091248,0.091248,0.091248,0.091248,,0.179551,0.179551,0.179551,0.179551,,0.088473,0.088473,0.088473,0.088473,,0.074744,0.074744,0.074744,,
england,3,['Location'],['Country' 'City'],['NONE'],['NONE'],0.259021,0.343431,0.3027,0.30171733333333334,0.042213578980386544,['positive' 'negative'],-0.33822399999999997,0.455165,-0.22286799999999998,-0.035308999999999986,0.42866106680103333,0.133055,0.419863,0.134748,0.229222,0.16510211907483197,0.09713,0.18723599999999999,0.115819,0.133395,0.04755480670762945,0.070619,0.586831,0.120832,0.2594273333333333,0.28464927024732267,0.020849,0.139077,0.039275,0.06640033333333334,0.06361055554963606,0.041548,0.432849,0.061637,,0.22034760019342167
english premier league,1,['Organization'],"['RecurringEvent, FootballLeague, SportsAssociation']",['http://dbpedia.org/resource/Premier_League'],['http://en.wikipedia.org/wiki/Premier_League'],0.146261,0.146261,0.146261,0.146261,,['neutral'],0.0,0.0,0.0,0.0,,0.39168800000000004,0.39168800000000004,0.39168800000000004,0.39168800000000004,,0.019961000000000003,0.019961000000000003,0.019961000000000003,0.019961000000000003,,0.430684,0.430684,0.430684,0.430684,,0.027401,0.027401,0.027401,0.027401,,0.126468,0.126468,0.126468,,
enrique,1,['Person'],['NONE'],['NONE'],['NONE'],0.734427,0.734427,0.734427,0.734427,,['positive'],0.436438,0.436438,0.436438,0.436438,,0.049270999999999995,0.049270999999999995,0.049270999999999995,0.049270999999999995,,0.07488600000000001,0.07488600000000001,0.07488600000000001,0.07488600000000001,,0.443633,0.443633,0.443633,0.443633,,0.16529000000000002,0.16529000000000002,0.16529000000000002,0.16529000000000002,,0.058728999999999996,0.058728999999999996,0.058728999999999996,,
epimetheus,3,['Person' 'Location'],['NONE' 'City'],['NONE'],['NONE'],0.302536,0.304804,0.304697,0.3040123333333334,0.0012796610228233514,['positive' 'neutral'],0.0,0.9500299999999999,0.9500299999999999,0.6333533333333333,0.5485000762382202,0.0,0.033179,0.033179,0.022119333333333335,0.019155904581442593,0.0,0.003351,0.003351,0.002234,0.0019347007520544358,0.0,0.852815,0.852815,0.5685433333333333,0.4923729698189507,0.0,0.050371,0.050371,0.03358066666666667,0.02908171040935064,0.0,0.010445999999999999,0.010445999999999999,,0.00603100091195483
equitable international,1,['Organization'],['NONE'],['NONE'],['NONE'],0.432771,0.432771,0.432771,0.432771,,['positive'],0.588076,0.588076,0.588076,0.588076,,0.184336,0.184336,0.184336,0.184336,,0.069226,0.069226,0.069226,0.069226,,0.220806,0.220806,0.220806,0.220806,,0.096359,0.096359,0.096359,0.096359,,0.021694,0.021694,0.021694,,
eric barger ortho,1,['Person'],['NONE'],['NONE'],['NONE'],0.273924,0.273924,0.273924,0.273924,,['negative'],-0.389202,-0.389202,-0.389202,-0.389202,,0.261621,0.261621,0.261621,0.261621,,0.034041,0.034041,0.034041,0.034041,,0.117708,0.117708,0.117708,0.117708,,0.097549,0.097549,0.097549,0.097549,,0.336436,0.336436,0.336436,,
eric mazur,1,['Person'],"['Academic, Scientist']",['http://dbpedia.org/resource/Eric_Mazur'],['http://en.wikipedia.org/wiki/Eric_Mazur'],0.376278,0.376278,0.376278,0.376278,,['neutral'],0.0,0.0,0.0,0.0,,0.165785,0.165785,0.165785,0.165785,,0.047184,0.047184,0.047184,0.047184,,0.366981,0.366981,0.366981,0.366981,,0.384814,0.384814,0.384814,0.384814,,0.200712,0.200712,0.200712,,
eric who,1,['Person'],['NONE'],['NONE'],['NONE'],0.361269,0.361269,0.361269,0.361269,,['negative'],-0.200782,-0.200782,-0.200782,-0.200782,,0.362272,0.362272,0.362272,0.362272,,0.010725,0.010725,0.010725,0.010725,,0.478328,0.478328,0.478328,0.478328,,0.100839,0.100839,0.100839,0.100839,,0.137882,0.137882,0.137882,,
eritrea,1,['Location'],"['GovernmentalJurisdiction, BoardMember, Country']",['http://dbpedia.org/resource/Eritrea'],['http://en.wikipedia.org/wiki/Eritrea'],0.466563,0.466563,0.466563,0.466563,,['negative'],-0.805403,-0.805403,-0.805403,-0.805403,,0.42135900000000004,0.42135900000000004,0.42135900000000004,0.42135900000000004,,0.199489,0.199489,0.199489,0.199489,,0.155823,0.155823,0.155823,0.155823,,0.308603,0.308603,0.308603,0.308603,,0.14735399999999998,0.14735399999999998,0.14735399999999998,,
ernesto,1,['Person'],['NONE'],['NONE'],['NONE'],0.504771,0.504771,0.504771,0.504771,,['negative'],-0.516031,-0.516031,-0.516031,-0.516031,,0.412997,0.412997,0.412997,0.412997,,0.21651199999999998,0.21651199999999998,0.21651199999999998,0.21651199999999998,,0.2409800000000001,0.2409800000000001,0.2409800000000001,0.2409800000000001,,0.18859700000000001,0.18859700000000001,0.18859700000000001,0.18859700000000001,,0.041032,0.041032,0.041032,,
escobar,1,['Person'],['NONE'],['NONE'],['NONE'],0.331402,0.331402,0.331402,0.331402,,['neutral'],0.0,0.0,0.0,0.0,,0.45915,0.45915,0.45915,0.45915,,0.174555,0.174555,0.174555,0.174555,,0.055683,0.055683,0.055683,0.055683,,0.260787,0.260787,0.260787,0.260787,,0.273173,0.273173,0.273173,,
espanola,1,['Location'],['City'],"['http://dbpedia.org/resource/Española,_New_Mexico']","['http://en.wikipedia.org/wiki/Española,_New_Mexico']",0.163615,0.163615,0.163615,0.163615,,['negative'],-0.240123,-0.240123,-0.240123,-0.240123,,0.18689,0.18689,0.18689,0.18689,,0.086712,0.086712,0.086712,0.086712,,0.322561,0.322561,0.322561,0.322561,,0.10783399999999999,0.10783399999999999,0.10783399999999999,0.10783399999999999,,0.10991400000000001,0.10991400000000001,0.10991400000000001,,
espanyol uhura,1,['Person'],['NONE'],['NONE'],['NONE'],0.990311,0.990311,0.990311,0.990311,,['positive'],0.598125,0.598125,0.598125,0.598125,,0.144548,0.144548,0.144548,0.144548,,0.087573,0.087573,0.087573,0.087573,,0.185315,0.185315,0.185315,0.185315,,0.090723,0.090723,0.090723,0.090723,,0.077654,0.077654,0.077654,,
españa,2,['Person'],['NONE'],['NONE'],['NONE'],0.18695499999999998,0.449996,0.3184755,0.3184755,0.18599807483009068,['negative' 'positive'],-0.8604139999999999,0.718885,-0.07076449999999995,-0.07076449999999995,1.116733032421133,0.35884499999999997,0.410708,0.38477649999999997,0.38477649999999997,0.03667267899267795,0.08264400000000001,0.126961,0.10480249999999999,0.10480249999999999,0.031336851221844216,0.024262,0.305541,0.1649015,0.1649015,0.1988942883053709,0.054310000000000004,0.460218,0.257264,0.257264,0.28702029933786916,0.034076999999999996,0.301998,0.1680375,,0.189448755922281
español,2,['Person' 'Location'],['NONE' 'City'],['NONE'],['NONE'],0.183752,0.567859,0.3758055,0.3758055,0.2716046644012212,['neutral' 'negative'],-0.571954,0.0,-0.285977,-0.285977,0.4044325519267706,0.144548,0.535457,0.3400025,0.3400025,0.2764144047268521,0.087573,0.280093,0.183833,0.183833,0.1361321975140341,0.07233300000000001,0.185315,0.128824,0.128824,0.07989033835201852,0.090723,0.253628,0.1721755,0.1721755,0.11519123018919454,0.077654,0.136951,0.1073025,,0.041929310804018696
estelle,1,['Person'],['NONE'],['NONE'],['NONE'],0.49610299999999996,0.49610299999999996,0.49610299999999996,0.49610299999999996,,['neutral'],0.0,0.0,0.0,0.0,,0.13817000000000002,0.13817000000000002,0.13817000000000002,0.13817000000000002,,0.054331,0.054331,0.054331,0.054331,,0.570806,0.570806,0.570806,0.570806,,0.140776,0.140776,0.140776,0.140776,,0.090403,0.090403,0.090403,,
esther,1,['Person'],['NONE'],['NONE'],['NONE'],0.27405,0.27405,0.27405,0.27405,,['negative'],-0.308429,-0.308429,-0.308429,-0.308429,,0.35041700000000003,0.35041700000000003,0.35041700000000003,0.35041700000000003,,0.252806,0.252806,0.252806,0.252806,,0.205828,0.205828,0.205828,0.205828,,0.288645,0.288645,0.288645,0.288645,,0.076167,0.076167,0.076167,,
estrada,1,['Person'],['NONE'],['NONE'],['NONE'],0.832218,0.832218,0.832218,0.832218,,['positive'],0.518157,0.518157,0.518157,0.518157,,0.174033,0.174033,0.174033,0.174033,,0.099801,0.099801,0.099801,0.099801,,0.254807,0.254807,0.254807,0.254807,,0.173009,0.173009,0.173009,0.173009,,0.11293199999999999,0.11293199999999999,0.11293199999999999,,
ethan,1,['Person'],['NONE'],['NONE'],['NONE'],0.27215100000000003,0.27215100000000003,0.27215100000000003,0.27215100000000003,,['neutral'],0.0,0.0,0.0,0.0,,0.106063,0.106063,0.106063,0.106063,,0.100312,0.100312,0.100312,0.100312,,0.652706,0.652706,0.652706,0.652706,,0.050177,0.050177,0.050177,0.050177,,0.039744,0.039744,0.039744,,
ethiopia,1,['Location'],['Country'],['http://dbpedia.org/resource/Ethiopia'],['http://en.wikipedia.org/wiki/Ethiopia'],0.340238,0.340238,0.340238,0.340238,,['negative'],-0.805403,-0.805403,-0.805403,-0.805403,,0.43923,0.43923,0.43923,0.43923,,0.216232,0.216232,0.216232,0.216232,,0.142377,0.142377,0.142377,0.142377,,0.294595,0.294595,0.294595,0.294595,,0.14432799999999998,0.14432799999999998,0.14432799999999998,,
eu,23,['Organization' 'Location'],"['Location, Country, GovernmentalJurisdiction, MembershipOrganization, AwardWinner'
 'Country' 'NONE']",['http://dbpedia.org/resource/European_Union' 'NONE'],['http://en.wikipedia.org/wiki/European_Union' 'NONE'],0.156936,0.9314959999999999,0.333448,0.38376969565217395,0.19122897083516366,['neutral' 'positive' 'negative'],-0.762883,0.765786,0.0,-0.1371446956521739,0.4317061856137,0.125143,0.75503,0.27658499999999997,0.34008139130434784,0.17652670936915904,0.04328,0.447905,0.21023200000000009,0.20917665217391304,0.11029882439026047,0.008834,0.578551,0.183542,0.20043430434782608,0.16665442309310025,0.030784,0.396843,0.12499400000000001,0.15289000000000003,0.10196949584066796,0.021434,0.596537,0.1142,,0.1640493302571461
eu capital,1,['Organization'],['NONE'],['NONE'],['NONE'],0.595546,0.595546,0.595546,0.595546,,['neutral'],0.0,0.0,0.0,0.0,,0.069954,0.069954,0.069954,0.069954,,0.08614400000000001,0.08614400000000001,0.08614400000000001,0.08614400000000001,,0.5315529999999999,0.5315529999999999,0.5315529999999999,0.5315529999999999,,0.049549,0.049549,0.049549,0.049549,,0.063125,0.063125,0.063125,,
eunice emv,1,['Company'],['NONE'],['NONE'],['NONE'],0.199598,0.199598,0.199598,0.199598,,['neutral'],0.0,0.0,0.0,0.0,,0.131597,0.131597,0.131597,0.131597,,0.084547,0.084547,0.084547,0.084547,,0.5040600000000001,0.5040600000000001,0.5040600000000001,0.5040600000000001,,0.103823,0.103823,0.103823,0.103823,,0.27676799999999996,0.27676799999999996,0.27676799999999996,,
euronews,1,['Company'],['NONE'],['NONE'],['NONE'],0.184751,0.184751,0.184751,0.184751,,['negative'],-0.313227,-0.313227,-0.313227,-0.313227,,0.335034,0.335034,0.335034,0.335034,,0.063233,0.063233,0.063233,0.063233,,0.23734299999999997,0.23734299999999997,0.23734299999999997,0.23734299999999997,,0.187576,0.187576,0.187576,0.187576,,0.235936,0.235936,0.235936,,
europe,66,['Location'],"['MusicalGroup, BroadcastArtist, FilmMusicContributor, Lyricist, MusicalArtist, RecordProducer, Continent'
 'Continent']",['http://dbpedia.org/resource/Europe' 'NONE'],['http://en.wikipedia.org/wiki/Europe' 'NONE'],0.152195,0.9584790000000001,0.32273450000000004,0.3419086060606061,0.14535895829406156,['neutral' 'negative' 'positive'],-0.784446,0.874229,0.0,-0.0474490909090909,0.3919493877381355,0.0,0.680434,0.35717049999999995,0.3698681515151516,0.14494704073888956,0.0,0.5101479999999999,0.155569,0.17010787878787872,0.11282586035445746,0.0,0.643695,0.162084,0.2092028484848485,0.1715726497768616,0.0,0.49944399999999994,0.0946365,0.12646183333333338,0.09463490994189332,0.0,0.521836,0.2181315,,0.1275579901615509
european central bank,3,['Company' 'Organization'],['NONE' 'Location'],['NONE' 'http://dbpedia.org/resource/European_Central_Bank'],['NONE' 'http://en.wikipedia.org/wiki/European_Central_Bank'],0.22119699999999998,0.331307,0.29888200000000004,0.28379533333333334,0.056584084850188544,['negative'],-0.6548510000000001,-0.41324799999999995,-0.52805,-0.5320496666666666,0.12085114977662954,0.183639,0.344723,0.277084,0.268482,0.08088578099394232,0.036741,0.238023,0.117251,0.13067166666666666,0.10130990376726916,0.09824,0.23589899999999997,0.192255,0.17546466666666669,0.07034867831262598,0.12306700000000001,0.292028,0.20504299999999998,0.20671266666666668,0.0844928737843218,0.015288999999999999,0.11290599999999999,0.035407,,0.051542713054320295
european commission,9,['Organization'],['NONE'],['NONE'],['NONE'],0.161483,0.9267129999999999,0.456075,0.5129139999999999,0.2746181770390481,['neutral' 'positive' 'negative'],-0.608957,0.816389,0.0,-0.04232055555555555,0.41341825897875845,0.0,0.547391,0.198517,0.21703244444444442,0.1744949867984114,0.0,0.223215,0.100746,0.11230977777777779,0.08959665669373185,0.0,0.451308,0.172486,0.18426322222222222,0.17228687685716065,0.0,0.598777,0.26729899999999995,0.23012611111111111,0.1839624208761428,0.0,0.267751,0.09049199999999999,,0.09776839576320721
